Timestamp,Item Description,Brand,Lot/Serial #,Expiration,IAR #,IAR Date,Delivery Date,Quantity,Pack Size,Loose,Unit,Total,Location,Supplier/Donor,Manufacturer,Origin,Acquisition Mode,Expiration,Remarks,Condition,Fund Source,Acquisition Cost,Category,User,Status
16:3:24 8/22/2022,"Microphone    Maximum De Demition Range: 30KHz
Audio Frequency Response: 40Hz-20KHz
S/N Ratio: 85dB
Audio Dynamics Range: 80dB
T.H.D. 0.2%
Operating Distance: 60m
Operating Temperature: -10'c-50'c
Power: AC 12V ",,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Not found in area.,,,,,Kristoffer Ian Buñag,
16:10:53 8/22/2022,Microphone  IMP-600  with 1 receiver wireless cord ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,,Good Condition,,0,,Kristoffer Ian Buñag,
16:18:27 8/22/2022,Microphone  IMP-600  with 1 receiver wireless cord ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,,Good Condition,,,,Kristoffer Ian Buñag,
16:20:15 8/22/2022,"Table   Gray (set)
1-side cabinet with 3 shelves
1-side cabinet with 4 shelves
1-wooden chair ",,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Not in the list.,,,0,,Kristoffer Ian Buñag,
16:20:15 8/22/2022,"Table   Brown 6 drawers, oval shape ",,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Not in the list.,,,-1,,Kristoffer Ian Buñag,
16:20:15 8/22/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,N.L (Donation),,,,,Kristoffer Ian Buñag,
9:7:57 8/23/2022,Fan Electric 1 1 1 1,1,1,NOT INDICATED,,,,,,,#N/A,1,1,1,1,1,Purchase,,1,1,1,0,,Arzl James Lao,
9:18:20 8/23/2022,Airconditioner Window 1 1 1 1,1,,NOT INDICATED,,,,,,,1,1,1,1,1,,Purchase,,12,,12,12,,Arzl James Lao,
9:29:54 8/23/2022,Airconditioner Window 1 1 1 1,1,1,8/4/2022,1,8/5/2022,,,,,1,1,1,1,1,1,Purchase,,1,1,1,0,,Arzl James Lao,
9:40:56 8/23/2022,Airconditioner Window 1 1 1 1,1,1,NOT INDICATED,1,,,,,,1,1,1,1,1,1,Purchase,,1,1,1,1,,Arzl James Lao,
8:13:53 8/24/2022,Cabinet Filing   (WMSU) Heart Clinic ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,N.L. Donation.,,,0,,Kristoffer Ian Buñag,
8:13:53 8/24/2022,Cabinet Filing   (WMSU) Fine Clinic ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,N.L. Donation.,,,,,Kristoffer Ian Buñag,
8:13:53 8/24/2022,Cabinet Filing   (WMSU) Birthing Clinic ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,N.L. Donation.,,,,,Kristoffer Ian Buñag,
8:13:53 8/24/2022,Cabinet Filing   TREU 4 drawer individual lock. ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:13:53 8/24/2022,Cabinet     ,Soho,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Computer Desktop K202 HQL   ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,60000,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Computer Desktop Veriton V2680G  i7-11700 processor ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,60000,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Computer Desktop K202 HQL  Acer monitor 19.5 ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,60000,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Cabinet   Black 4 drawer single lock ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Chair     ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Florencio Amsid' (Donation),,,,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,Printer     ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Florencio Amsid,,,,,Kristoffer Ian Buñag,
8:23:25 8/24/2022,"Table    printer table, 3 layer, 6 divider. ",,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,JC Carlson,,,,,Kristoffer Ian Buñag,
8:43:3 8/24/2022,Chair Monobloc  Brown  ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
8:43:43 8/24/2022,Chair Monobloc  Brown  ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks.,,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Foot stool   Cream  ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,JC Carlson,,,0,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,File Paper    1 Layer ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,JC Carlson,,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Step Board   Brown 3 Layers ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Survey Box   Orange with lock and with stand (brown) ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Cassette Recorder  VHR-5203   ,Sanyo,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No longer needed.,,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Computer Laptop/Mobile   Core i5 ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,60000,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Computer Laptop/Mobile   Core i5 ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,60000,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Computer Desktop    ,HP,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,From CAO.,Good Condition,,51990,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Projector     ,Epson,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Borrowed from Procurement.,Good Condition,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Airconditioner Split KV24WM  2.5HP ,Koppel,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,Airconditioner Split KV12WM-ARF21B  1.5HP ,Koppel,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Serial number not clear.,Good Condition,,,,Kristoffer Ian Buñag,
8:44:19 8/24/2022,"Computer Desktop   
 ",Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,60000,,Kristoffer Ian Buñag,
9:21:38 8/24/2022,Computer Desktop    ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,60000,,Kristoffer Ian Buñag,
9:21:38 8/24/2022,Computer Desktop    ,Acer,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,60000,,Kristoffer Ian Buñag,
9:21:38 8/24/2022,Hard Drive External   Portable drive  ,Seagate,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
9:21:38 8/24/2022,Hard Drive External    ,Seagate,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
9:21:38 8/24/2022,Table     ,,,NOT INDICATED,,,,,,,,1,,,,,Purchase,,Donated by Ateneo de Zamboanga University for students.,Good Condition,,,,Kristoffer Ian Buñag,
10:4:3 8/24/2022,Table     ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,Donated by Ateneo de Zamboanga University for students.,Good Condition,,,,Kristoffer Ian Buñag,
10:5:20 8/24/2022,Chair     ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:5:56 8/24/2022,Chair     ,,,NOT INDICATED,,,,0,0,8,,8,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:6:50 8/24/2022,Chair Steel    ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:17:43 8/24/2022,Chair Steel    ,,,NOT INDICATED,,,,0,0,4,,4,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:22:12 8/24/2022,Light Emergency    ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:23:0 8/24/2022,Light Emergency    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:24:8 8/24/2022,Phone Intercom Phone    ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:24:8 8/24/2022,Organizer Filing    ,,,NOT INDICATED,,,,,,,,1,Petro,,,,Purchase,,Rogelio Gucela table.,Good Condition,,,,Kristoffer Ian Buñag,
10:29:19 8/24/2022,Voice Recorder  VR5182   ,,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:29:19 8/24/2022,Voice Recorder     ,,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:29:19 8/24/2022,Projector     ,Epson,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:29:19 8/24/2022,Fan Electric    ,Dowell,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:29:19 8/24/2022,Trolley     ,,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,Borrowed from EFM.,Good Condition,,,,Kristoffer Ian Buñag,
10:38:30 8/24/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,Research/Petro,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
13:24:35 8/24/2022,Cabinet Steel   4 drawers single lock ,Soho,,NOT INDICATED,,,,,,,,1,Research,,,,Purchase,,No Remarks.,,,6325,,Kristoffer Ian Buñag,
13:24:35 8/24/2022,Chair     ,,,NOT INDICATED,,,,,,,,1,Research,,,,Purchase,,Donation,,,,,Kristoffer Ian Buñag,
13:24:35 8/24/2022,Airconditioner Window KWR-09RI  1 HP ,Koppel,,NOT INDICATED,,,,,,,,1,Infectious Control Unit,,,,Purchase,,At Pulmo department IM building.,,,13250,,Kristoffer Ian Buñag,
13:24:35 8/24/2022,Computer Chair    ,,,NOT INDICATED,,,,,,,,1,Infection Control Unit,,,,Purchase,,Not found at station.,,,3500,,Kristoffer Ian Buñag,
13:43:49 8/24/2022,Cabinet Filing   4 drawer with individual lock ,Corona,,NOT INDICATED,,,,,,,,1,Infectious Control Unit,,,,Purchase,,At Pulmo department.,,,5590,,Kristoffer Ian Buñag,
13:48:6 8/24/2022,Cabinet Filing   4 drawer with individual lock ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,At Pulmo department.,,,,,Kristoffer Ian Buñag,
13:51:42 8/24/2022,Canopy     ,,,NOT INDICATED,,,,,,,,1,A(H1N1) Triage,,,,Purchase,,Borrowed by EFM,,,32000,,Kristoffer Ian Buñag,
13:51:42 8/24/2022,Refrigerator  A568SER   ,Panasonic,,NOT INDICATED,,,,,,,,1,Infectious Control Unit,,,,Purchase,,DOH-CHDZP (Donation),,,9400,,Kristoffer Ian Buñag,
13:57:9 8/24/2022,Pail     ,,,NOT INDICATED,,,,,,,,1,Infection Control Unit,,,,Purchase,,Condemned. ,,,82.5,,Kristoffer Ian Buñag,
14:4:57 8/24/2022,Pail     ,,,NOT INDICATED,,,,0,0,3,,3,,,,,Purchase,NOT INDICATED,Condemned.,,,,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Phone Smart C11 Mint Green Android 10 ,Realme,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Used for teleconsultation.,,,0,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Blood Pressure  UM-101   ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Condemned.,,,12000,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Suction Machine     ,Surgitech,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,4999,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Suction Machine     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Condemned.,,,4129,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Aspirator     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,,,3103.4,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Operating Lamp     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Condemned.,,,5449.36,,Kristoffer Ian Buñag,
8:10:39 8/25/2022,Medical Kit     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in the area.,Good Condition,,3094.36,,Kristoffer Ian Buñag,
8:28:59 8/25/2022,Medical Kit     ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:29:58 8/25/2022,Mayo Stand     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Item is with OR.,Good Condition,,3612.3,,Kristoffer Ian Buñag,
8:29:58 8/25/2022,Operating Room  UMF 2002   ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,39002.9,,Kristoffer Ian Buñag,
8:29:58 8/25/2022,Airconditioner  SD-96P  1.5 HP ,Sanyo,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Condemned.,,,12229.5,,Kristoffer Ian Buñag,
8:29:58 8/25/2022,Weighing Scale     ,Detecto,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,,,1686.3,,Kristoffer Ian Buñag,
8:29:58 8/25/2022,Medical Set     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,3502,,Kristoffer Ian Buñag,
8:41:11 8/25/2022,Medical Set     ,,,NOT INDICATED,,,,0,0,3,,3,,,,,Purchase,NOT INDICATED,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:42:24 8/25/2022,Floor Lamp     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
8:42:24 8/25/2022,IV Stand     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:50:34 8/25/2022,Mayo Stand     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
8:51:19 8/25/2022,Mayo Stand     ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:54:0 8/25/2022,Wheel chair     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
8:54:0 8/25/2022,Cart     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:54:0 8/25/2022,Examining Table     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
8:54:0 8/25/2022,Airconditioner Window    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Condemned.,,,,,Kristoffer Ian Buñag,
9:5:52 8/25/2022,Goose Neck     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,"2 units (1 Condemned, 1 found in area).",Good Condition,,0,,Kristoffer Ian Buñag,
9:7:10 8/25/2022,Goose Neck     ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,"2 units (1 Condemned, 1 found in area).",,,,,Kristoffer Ian Buñag,
9:10:59 8/25/2022,Dressing Table     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
9:10:59 8/25/2022,Examining Table     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
9:10:59 8/25/2022,Fan Electric    ,Hanabishi,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,1190,,Kristoffer Ian Buñag,
9:10:59 8/25/2022,Blood Pressure     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,11588,,Kristoffer Ian Buñag,
9:10:59 8/25/2022,Computer Desktop X2665G   ,Acer,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,34880,,Kristoffer Ian Buñag,
9:23:48 8/25/2022,Airconditioner Window    ,Sanyo,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
9:28:55 8/25/2022,Airconditioner Window SA-96P   ,Sanyo,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
9:28:55 8/25/2022,Bin    Medium ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
9:30:54 8/25/2022,Bin    Medium ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
9:31:15 8/25/2022,Bin    Big ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,0,,Kristoffer Ian Buñag,
9:42:56 8/25/2022,Cabinet Steel  Dark Green  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,At storage room.,Good Condition,,0,,Kristoffer Ian Buñag,
9:42:56 8/25/2022, Cabinet Steel  Light Green  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,At storage room.,Good Condition,,,,Kristoffer Ian Buñag,
9:42:56 8/25/2022,Cabinet Steel    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,At storage room.,Good Condition,,5578,,Kristoffer Ian Buñag,
9:42:56 8/25/2022,Tray Steel    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,For Condemn.,,,,,Kristoffer Ian Buñag,
9:52:52 8/25/2022,Tray Steel    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,For condemn.,,,,,Kristoffer Ian Buñag,
9:54:16 8/25/2022,Tray Steel    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,For Condemn.,,,0,,Kristoffer Ian Buñag,
9:54:16 8/25/2022,Vaginal Speculum     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,For condemn.,,,,,Kristoffer Ian Buñag,
9:55:51 8/25/2022,Vaginal Speculum     ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,For condemn.,,,,,Kristoffer Ian Buñag,
9:56:22 8/25/2022,O2 Gauge     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,For condemn.,,,0,,Kristoffer Ian Buñag,
9:56:22 8/25/2022,Needle     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,1 box (for condemn).,,,,,Kristoffer Ian Buñag,
9:56:22 8/25/2022,Dispenser Paper Towel    ,Kimberly Clark,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Found in area.,Good Condition,,,,Kristoffer Ian Buñag,
10:37:26 8/25/2022,Blood Pressure  HEM-7120   ,Omrion,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Donated by ZCMC.,Good Condition,,0,,Kristoffer Ian Buñag,
10:39:39 8/25/2022,Blood Pressure  HEM-7120   ,Omrion,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Donated by ZCMC.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Auto Clave  MEMMERT   ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Donated.,Good Condition,,0,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Wheel Chair     ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Donated by Department of Health.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,IV Stand Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Dressing Table Steel  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Stool/Chair   White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Stool/Chair Wooden  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department. ,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Stool/Chair   Blue/White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:41:17 8/25/2022,Stool/Chair Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
10:49:45 8/25/2022,Stool/Chair Wooden    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:22 8/25/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:55:19 8/25/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
10:55:52 8/25/2022,Table Wooden    ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:57:24 8/25/2022,Table Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,0,,Kristoffer Ian Buñag,
10:57:24 8/25/2022,Table Wooden  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
10:58:49 8/25/2022,Table Wooden  White  ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
10:59:36 8/25/2022,Table Monobloc    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Donated by Nursing Student of UZ.,Good Condition,,0,,Kristoffer Ian Buñag,
10:59:36 8/25/2022, Cabinet Steel    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:1:8 8/25/2022, Cabinet Steel    ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:2:13 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
11:3:21 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:4:4 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:5:28 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
11:6:59 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,0,0,3,,3,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:10:15 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
11:11:4 8/25/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,0,0,11,,11,,,,,Purchase,NOT INDICATED,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:11:32 8/25/2022,Chair Monobloc  Brown  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Donated by Nursing student of UZ.,Good Condition,,0,,Kristoffer Ian Buñag,
11:12:31 8/25/2022,Chair Monobloc  Brown  ,,,NOT INDICATED,,,,0,0,17,,17,,,,,Purchase,NOT INDICATED,Donated by Nursing student of UZ.,Good Condition,,,,Kristoffer Ian Buñag,
11:13:51 8/25/2022,Chair Wooden    ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
13:7:13 8/25/2022,Shelf Wooden  Cyan  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,0,,Kristoffer Ian Buñag,
13:7:13 8/25/2022,Shelf Wooden  White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
13:7:13 8/25/2022,Shelf   White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
13:7:13 8/25/2022,Shelf   White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
13:7:13 8/25/2022,Shelf   White  ,,,NOT INDICATED,,,,,,,,1,Family Planning,,,,Purchase,,At OR. Fabricated by Engineering Department.,Good Condition,,,,Kristoffer Ian Buñag,
